LYLGCIqNQQrpMwOxJ1hlrg,0.285714286,0.095238095
ihMUU9D2mcgrp7fi8lmqJg,0.5,0.166666667
XmDiFI8SuougNUi02ZCdwA,0.235294118,0.117647059
JRFm4zOkJW2L0m4TsXBJ_w,0.3125,0.125
Y_Y91oeUrIwYa18F8ey5NQ,0.625,0.8125
pQPIaCWok_yVzY-0JvfURQ,0.428571429,0.714285714
LSElCCmJQNJDpIEf77NVpA,0.714285714,0.714285714
tYlwIZWPEQFvU9avTaIv3w,0.769230769,0.846153846
2voFtcyopB3jJHepouMWDQ,0.666666667,1
m3EKlucZuwnOazLrRfnWaQ,0.833333333,1
po5FyERB4lUZNnBIwnhFlg,1,1
29,1,1
6SWknDhTfrw3NyywMCyZJg,0.842105263,1
Cv4kZH9zN0wpN2Drn0qkLg,0.6,0.5
mTc8M-drs2HSG8paNUTTQg,1,0
cRwNwAGQ8Pc_-orLefrwRw,0.5625,0
6pd0Z40VifMh6ETJrOw_0g,0.5,0
VsrvWdZL2993olnW3z8R3A,0.35,0.35
iAe55bO88EwBiPL2GhwBew,0.666666667,0.333333333
yTFdhqH9eLzaP05xXQa2rw,0.375,0.333333333
pAu8UuWTLTLai61TW8-tZw,0.636363636,0.545454545
l9Xqi_FUukoExs7nBa422w,0,0
MpMkOGrzCEGrO0-8yoib2w,0.4,0.4
58P3oSd8P2QNzHrQmRqQZw,0.444444444,0.666666667
mM4JGpza3KkegHYUN7T79w,0.846153846,1
lp-J_cO5owuMzGJqdn3PNg,0.857142857,1
YSOaPUm5EORusVSPB6_Zag,0,1
ikcyah81MTF4ZzOivmPitw,0,1
WjT_DJivd3I98FxDgEZpTQ,1,1
ZlvVCqFKTMK4rBkTQzVBpA,1,1
kcBHEBHnTx9ySJwOdaSgPA,0.666666667,1
2s5tyNvj6-eEks5cNFZQMg,1,1
L19_1cG2ALVjdBQ456h26A,0.769230769,0.769230769
iPxUYvC8tgt5rBr-IZlSeg,0.714285714,0.464285714
uFwC7N9APy8oTjhda3p9lw,0.857142857,1
obkBJENTOXC3YpS_VWiPyw,0.6,0.4
tONuJUMGL394lS3MM0UmzQ,0.2,0.2
yyahaWDdm1Hes99IZkSJPg,0.555555556,0.777777778
